id,video_url,video_id,content
57,http://v.youku.com/v_show/id_XNTI5MjcyMTA4.html,XNTI5MjcyMTA4,
58,http://v.youku.com/v_show/id_XNTI4ODczOTE2.html,XNTI4ODczOTE2,
59,http://v.youku.com/v_show/id_XNTExNDQyODQw.html,XNTExNDQyODQw,
60,http://v.youku.com/v_show/id_XMjk4NzI3MzY0.html,XMjk4NzI3MzY0,
61,http://v.youku.com/v_show/id_XMzM1NTk0NDQw.html,XMzM1NTk0NDQw,
62,http://v.youku.com/v_show/id_XMjU3NjE2OTg4.html,XMjU3NjE2OTg4,
63,http://v.youku.com/v_show/id_XNDIxOTczNzYw.html,XNDIxOTczNzYw,
64,http://v.youku.com/v_show/id_XNDU0ODg4NjQ0.html,XNDU0ODg4NjQ0,
65,http://v.youku.com/v_show/id_XNDU2ODQzODI4.html,XNDU2ODQzODI4,
66,http://v.youku.com/v_show/id_XNDY0MzAwMjgw.html,XNDY0MzAwMjgw,
67,http://v.youku.com/v_show/id_XNDg2Mjk0MTEy.html,XNDg2Mjk0MTEy,
68,http://v.youku.com/v_show/id_XNDU2NTc2NDQw.html,XNDU2NTc2NDQw,
69,http://v.youku.com/v_show/id_XMTc4OTQxNzUy.html,XMTc4OTQxNzUy,
70,http://v.youku.com/v_show/id_XMTQ5MzYxNzA4.html,XMTQ5MzYxNzA4,
71,http://v.youku.com/v_show/id_XMTUyMzg1Njg4.html,XMTUyMzg1Njg4,
72,http://v.youku.com/v_show/id_XNTY4OTU1NjA4.html,XNTY4OTU1NjA4,
73,http://v.youku.com/v_show/id_XNTYyNDQ5ODI0.html,XNTYyNDQ5ODI0,
74,http://v.youku.com/v_show/id_XNDU4ODgzNTk2.html,XNDU4ODgzNTk2,
75,http://v.youku.com/v_show/id_XNDQ3NDc0NDg4.html,XNDQ3NDc0NDg4,
76,http://v.youku.com/v_show/id_XNTE4MDYxMjA4.html,XNTE4MDYxMjA4,
77,http://v.youku.com/v_show/id_XMjk5Mzc4Mjk2.html,XMjk5Mzc4Mjk2,
78,http://v.youku.com/v_show/id_XNDIzMTg5MDYw.html,XNDIzMTg5MDYw,
79,http://v.youku.com/v_show/id_XNTU0Mzk0NTIw.html,XNTU0Mzk0NTIw,
80,http://v.youku.com/v_show/id_XMjI1MTY4NDI0.html,XMjI1MTY4NDI0,
81,http://v.youku.com/v_show/id_XNTYzMDU2NzI4.html,XNTYzMDU2NzI4,
82,http://v.youku.com/v_show/id_XNTY5OTgxMzEy.html,XNTY5OTgxMzEy,
83,http://v.youku.com/v_show/id_XMzIwODM2MDgw.html,XMzIwODM2MDgw,
84,http://v.youku.com/v_show/id_XNTg2OTUxNzE2.html,XNTg2OTUxNzE2,
85,http://v.youku.com/v_show/id_XNTgxMzA1MzY0.html,XNTgxMzA1MzY0,
86,http://v.youku.com/v_show/id_XNTkxNzkzNzg0.html,XNTkxNzkzNzg0,
87,http://v.youku.com/v_show/id_XMjUxMDg3Mg.html,XMjUxMDg3Mg,
88,http://v.youku.com/v_show/id_XMzg2OTkyNzcy.html,XMzg2OTkyNzcy,
89,http://v.youku.com/v_show/id_XNTkwNDUyMTY4.html,XNTkwNDUyMTY4,
90,http://v.youku.com/v_show/id_XNTkyNDgzNjUy.html,XNTkyNDgzNjUy,
91,http://v.youku.com/v_show/id_XNTkyNDg0MTUy.html,XNTkyNDg0MTUy,
92,http://v.youku.com/v_show/id_XNTkyNTMzOTI0.html,XNTkyNTMzOTI0,
93,http://v.youku.com/v_show/id_XNTkyNTMxODk2.html,XNTkyNTMxODk2,
94,http://v.youku.com/v_show/id_XMjI4OTI0NzU2.html,XMjI4OTI0NzU2,
95,http://v.youku.com/v_show/id_XMjM1Nzc2MzU2.html,XMjM1Nzc2MzU2,
96,http://v.youku.com/v_show/id_XMjM0MzQ2NzY0.html,XMjM0MzQ2NzY0,
97,http://v.youku.com/v_show/id_XMTQ5MTAwOTA4.html,XMTQ5MTAwOTA4,
98,http://v.youku.com/v_show/id_XMTUwMzEwNzc2.html,XMTUwMzEwNzc2,
99,http://v.youku.com/v_show/id_XMjQ0NTI0NDQw.html,XMjQ0NTI0NDQw,
100,http://v.youku.com/v_show/id_XMTA5Mzc3MDM2.html,XMTA5Mzc3MDM2,
101,http://v.youku.com/v_show/id_XNTk4NjE5MjE2.html,XNTk4NjE5MjE2,
102,http://v.youku.com/v_show/id_XNjAxOTU2NTg4.html,XNjAxOTU2NTg4,
103,http://v.youku.com/v_show/id_XNjIzNzUzOTQ4.html,XNjIzNzUzOTQ4,
104,http://v.youku.com/v_show/id_XNjI1MjgzNTk2.html?firsttime=439,XNjI1MjgzNTk2,
105,http://v.youku.com/v_show/id_XNjI2Njc3MDQ0.html,XNjI2Njc3MDQ0,
106,http://v.youku.com/v_show/id_XNjI2Njc3Nzg4.html,XNjI2Njc3Nzg4,
107,http://v.youku.com/v_show/id_XNTkwMDAyNzA0.html,XNTkwMDAyNzA0,
108,http://v.youku.com/v_show/id_XNTkxNjc4NTA0.html,XNTkxNjc4NTA0,
109,http://v.youku.com/v_show/id_XNTUxNTIzMDI0.html,XNTUxNTIzMDI0,
110,http://v.youku.com/v_show/id_XMjkwNzk2MjAw.html,XMjkwNzk2MjAw,
111,http://v.youku.com/v_show/id_XMjQwODY4NjEy.html,XMjQwODY4NjEy,
112,http://v.youku.com/v_show/id_XNDA2Nzc1MTgw.html,XNDA2Nzc1MTgw,
113,http://v.youku.com/v_show/id_XMTUzOTc3ODEy.html,XMTUzOTc3ODEy,
114,http://v.youku.com/v_show/id_XNjI4MTA3NDky.html,XNjI4MTA3NDky,
115,http://v.youku.com/v_show/id_XNjA0MjIwMDE2.html,XNjA0MjIwMDE2,
116,http://v.youku.com/v_show/id_XNTc1MzY5NDQ0.html,XNTc1MzY5NDQ0,
117,http://v.youku.com/v_show/id_XMjM4MzM0MTI0.html,XMjM4MzM0MTI0,
118,http://v.youku.com/v_show/id_XMjM4NDM5MjQw.html,XMjM4NDM5MjQw,
119,http://v.youku.com/v_show/id_XMjQ0MzAyMzMy.html,XMjQ0MzAyMzMy,
120,http://v.youku.com/v_show/id_XMjY0NDk5NTE2.html,XMjY0NDk5NTE2,
121,http://v.youku.com/v_show/id_XMjk4NzI2NzYw.html,XMjk4NzI2NzYw,
122,http://v.youku.com/v_show/id_XNTgyNzA1NDIw.html,XNTgyNzA1NDIw,
123,http://v.youku.com/v_show/id_XMzU4MzkzNzYw.html,XMzU4MzkzNzYw,
124,http://v.youku.com/v_show/id_XNjE2ODA2OTky.html   ,XNjE2ODA2OTky,
126,http://v.youku.com/v_show/id_XNjA0MzA3NjI0.html,XNjA0MzA3NjI0,
127,http://v.youku.com/v_show/id_XMzQ5ODE4OTEy.html?firsttime=23.99,XMzQ5ODE4OTEy,
128,http://v.youku.com/v_show/id_XNTc3NDk4OTcy.html,XNTc3NDk4OTcy,
129,http://v.youku.com/v_show/id_XNjI5OTE3NzUy.html,XNjI5OTE3NzUy,
130,http://v.youku.com/v_show/id_XNjI2MzA5MTIw.html,XNjI2MzA5MTIw,
131,http://v.youku.com/v_show/id_XNjI2MzEyODEy.html,XNjI2MzEyODEy,
132,http://v.youku.com/v_show/id_XNDU0OTMxOTcy.html,XNDU0OTMxOTcy,
133,http://v.youku.com/v_show/id_XNDEzNDI0NjI0.html,XNDEzNDI0NjI0,
134,http://v.youku.com/v_show/id_XNDU0NTMxNTk2.html,XNDU0NTMxNTk2,
135,http://v.youku.com/v_show/id_XMjMyNzEyMTA0.html,XMjMyNzEyMTA0,
136,http://v.youku.com/v_show/id_XMjQ1MTczOTEy.html,XMjQ1MTczOTEy,
137,http://v.youku.com/v_show/id_XNzA5MjE2NTY=.html,XNzA5MjE2NTY=,
138,http://v.youku.com/v_show/id_XODg0OTg3MDQ=.html,XODg0OTg3MDQ=,
139,http://v.youku.com/v_show/id_XMTEyNTMzOTQ0.html,XMTEyNTMzOTQ0,
140,http://v.youku.com/v_show/id_XMTA5Njg2OTc2.html,XMTA5Njg2OTc2,
141,http://v.youku.com/v_show/id_XNjM0Mzg1MjI4.html,XNjM0Mzg1MjI4,
142,http://v.youku.com/v_show/id_XNjM0Mzk2MjMy.html,XNjM0Mzk2MjMy,
143,http://v.youku.com/v_show/id_XNjM0MzkyMTQ0.html,XNjM0MzkyMTQ0,
144,http://v.youku.com/v_show/id_XNjM0ODg4MTMy.html,XNjM0ODg4MTMy,
145,http://v.youku.com/v_show/id_XNjM0ODg3Mzcy.html,XNjM0ODg3Mzcy,
149,http://v.youku.com/v_show/id_XNjM3MDM2NzUy.html,XNjM3MDM2NzUy,
150,http://v.youku.com/v_show/id_XNjM5OTkxNzU2.html,XNjM5OTkxNzU2,
152,http://v.youku.com/v_show/id_XNjQzNzYyNjU2.html,XNjQzNzYyNjU2,
156,http://v.youku.com/v_show/id_XMTkyNDc0MzE2.html,XMTkyNDc0MzE2,
146,http://v.youku.com/v_show/id_XNjM0ODg1MDky.html,XNjM0ODg1MDky,
147,http://v.youku.com/v_show/id_XNjM0ODkwNTA4.html,XNjM0ODkwNTA4,
148,http://v.youku.com/v_show/id_XNjM1MTI5Njgw.html,XNjM1MTI5Njgw,
151,http://v.youku.com/v_show/id_XNjQzNjE3MDQw.html,XNjQzNjE3MDQw,
153,http://v.youku.com/v_show/id_XNjQzNzYwOTE2.html,XNjQzNzYwOTE2,
154,http://v.youku.com/v_show/id_XNjQ4MDg1OTc2.html,XNjQ4MDg1OTc2,
155,http://v.youku.com/v_show/id_XNjQ3NTkxMzk2.html,XNjQ3NTkxMzk2,
